id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights
19525377,Brooklyn,Flatbush,Private room,39,3
19525455,Brooklyn,Bedford-Stuyvesant,Entire home/apt,275,1
19525675,Brooklyn,Flatbush,Private room,70,2
19526601,Brooklyn,Sheepshead Bay,Private room,50,1
19526750,Brooklyn,Williamsburg,Private room,79,3
19527028,Brooklyn,Prospect Heights,Private room,80,2
19527492,Bronx,Claremont Village,Entire home/apt,127,90
19528326,Manhattan,Kips Bay,Entire home/apt,110,3
19528396,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,167,3
19529637,Manhattan,East Village,Entire home/apt,145,2
19530067,Brooklyn,Bedford-Stuyvesant,Entire home/apt,174,2
19530271,Queens,Ditmars Steinway,Entire home/apt,119,1
19530518,Bronx,Concourse Village,Private room,62,1
19530652,Brooklyn,Bushwick,Private room,65,1
19530778,Queens,Flushing,Private room,60,1
19531174,Brooklyn,Bedford-Stuyvesant,Private room,50,21
19531390,Brooklyn,Greenpoint,Entire home/apt,139,3
19531541,Brooklyn,Canarsie,Entire home/apt,200,3
19531580,Manhattan,East Harlem,Entire home/apt,130,2
19531601,Brooklyn,Crown Heights,Private room,43,6
19531805,Brooklyn,Kensington,Entire home/apt,80,2
19531901,Manhattan,Upper West Side,Entire home/apt,180,2
19532027,Brooklyn,Crown Heights,Private room,54,1
19532157,Manhattan,Upper East Side,Private room,75,3
19532164,Manhattan,East Harlem,Entire home/apt,176,2
19532225,Brooklyn,Bedford-Stuyvesant,Private room,49,7
19532448,Manhattan,Upper East Side,Entire home/apt,200,4
19532789,Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,4
19532805,Manhattan,Roosevelt Island,Private room,80,3
19532907,Brooklyn,Crown Heights,Private room,63,1
19533025,Brooklyn,Midwood,Shared room,32,7
19533701,Brooklyn,Midwood,Shared room,32,7
19533966,Queens,Woodside,Entire home/apt,275,3
19538717,Brooklyn,Williamsburg,Entire home/apt,70,5
19542512,Manhattan,Lower East Side,Private room,70,1
19544104,Manhattan,Midtown,Entire home/apt,400,3
19544381,Manhattan,Chinatown,Entire home/apt,100,2
19544404,Manhattan,Lower East Side,Entire home/apt,125,2
19544478,Brooklyn,Crown Heights,Private room,100,1
19544766,Manhattan,Upper East Side,Entire home/apt,220,30
19545851,Brooklyn,Crown Heights,Private room,36,7
19546150,Queens,Ozone Park,Private room,100,1
19546202,Manhattan,Upper West Side,Entire home/apt,175,2
19547068,Queens,Long Island City,Entire home/apt,93,1
19547213,Queens,Rockaway Beach,Private room,150,2
19547384,Brooklyn,Flatbush,Entire home/apt,85,1
19548503,Manhattan,Greenwich Village,Entire home/apt,499,30
19548992,Manhattan,East Harlem,Private room,60,1
19549547,Manhattan,West Village,Entire home/apt,175,3
19550419,Manhattan,Midtown,Private room,129,3
19550594,Brooklyn,Williamsburg,Entire home/apt,225,5
19550838,Manhattan,Harlem,Entire home/apt,68,3
19551198,Manhattan,Nolita,Entire home/apt,250,1
19553123,Queens,Rego Park,Entire home/apt,49,7
19553193,Brooklyn,South Slope,Private room,77,2
19553306,Brooklyn,Williamsburg,Entire home/apt,400,2
19554164,Manhattan,East Village,Private room,80,1
19554491,Brooklyn,Prospect Heights,Private room,340,3
19554564,Brooklyn,Bushwick,Entire home/apt,135,2
19554598,Manhattan,Little Italy,Entire home/apt,220,1
19554980,Manhattan,Upper West Side,Entire home/apt,2500,40
19555750,Manhattan,Chinatown,Private room,60,1
19556174,Manhattan,Hell's Kitchen,Private room,300,1
19558926,Queens,Jackson Heights,Private room,100,1
19559780,Manhattan,East Harlem,Private room,50,5
19563107,Manhattan,Murray Hill,Entire home/apt,175,30
19563669,Manhattan,Chelsea,Private room,140,2
19564437,Brooklyn,Clinton Hill,Private room,90,3
19566229,Queens,Flushing,Private room,54,1
19566557,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,91,9
19567154,Brooklyn,Greenpoint,Private room,99,5
19567443,Brooklyn,South Slope,Entire home/apt,200,2
19567629,Manhattan,East Village,Private room,70,1
19568889,Manhattan,Harlem,Private room,77,2
19569016,Manhattan,Upper East Side,Entire home/apt,100,3
19569054,Brooklyn,Williamsburg,Private room,67,4
19569411,Brooklyn,Bedford-Stuyvesant,Private room,70,5
19569481,Brooklyn,Williamsburg,Entire home/apt,250,3
19571034,Manhattan,Hell's Kitchen,Entire home/apt,175,3
19571350,Manhattan,Greenwich Village,Private room,106,8
19571955,Brooklyn,Clinton Hill,Private room,49,1
19572489,Brooklyn,Williamsburg,Entire home/apt,200,2
19572516,Brooklyn,Crown Heights,Entire home/apt,100,3
19573709,Manhattan,West Village,Entire home/apt,150,30
19573919,Manhattan,Chelsea,Entire home/apt,140,4
19574919,Brooklyn,Brooklyn Heights,Entire home/apt,125,3
19574956,Brooklyn,Bedford-Stuyvesant,Private room,45,2
19575376,Brooklyn,East New York,Private room,58,1
19577620,Manhattan,Upper West Side,Private room,94,2
19579695,Queens,Astoria,Private room,75,2
19582132,Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,30
19582754,Manhattan,Upper East Side,Private room,79,1
19583464,Manhattan,Kips Bay,Entire home/apt,145,2
19583985,Brooklyn,Bushwick,Private room,50,1
19585955,Queens,Ridgewood,Private room,40,2
19586399,Brooklyn,Bushwick,Shared room,34,2
19586663,Brooklyn,Windsor Terrace,Private room,45,7
19587940,Brooklyn,Bedford-Stuyvesant,Private room,32,2
19588190,Manhattan,West Village,Entire home/apt,190,30
19588669,Queens,Flushing,Entire home/apt,138,6
19588726,Bronx,Fordham,Private room,75,2
19589726,Queens,Astoria,Private room,110,3
19590061,Brooklyn,Williamsburg,Entire home/apt,264,2
19590073,Manhattan,Little Italy,Private room,120,7
19590209,Queens,Flushing,Entire home/apt,298,6
19591107,Queens,Flushing,Entire home/apt,150,6
19591602,Queens,Flushing,Entire home/apt,398,5
19591709,Queens,East Elmhurst,Entire home/apt,155,1
19592057,Manhattan,Lower East Side,Private room,157,1
19592223,Manhattan,West Village,Entire home/apt,120,30
19593009,Bronx,Norwood,Private room,29,2
19593631,Manhattan,Upper East Side,Entire home/apt,160,2
19596021,Queens,Jackson Heights,Entire home/apt,150,2
19602390,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3
19602515,Manhattan,East Village,Entire home/apt,150,4
19602663,Manhattan,East Harlem,Private room,160,1
19602883,Brooklyn,Williamsburg,Private room,45,21
19602922,Brooklyn,Downtown Brooklyn,Private room,85,4
19603055,Manhattan,East Harlem,Private room,85,2
19603348,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3
19603487,Manhattan,Harlem,Private room,45,7
19603624,Manhattan,West Village,Entire home/apt,250,1
19603759,Manhattan,East Harlem,Private room,165,1
19604123,Brooklyn,Crown Heights,Private room,64,1
19604361,Queens,Jamaica,Private room,60,1
19605856,Manhattan,Upper West Side,Private room,101,5
19606247,Manhattan,Two Bridges,Private room,50,7
19606485,Brooklyn,Crown Heights,Private room,55,5
19606813,Brooklyn,Williamsburg,Private room,100,2
19608042,Brooklyn,Greenpoint,Entire home/apt,200,2
19608383,Brooklyn,Crown Heights,Private room,53,1
19609107,Brooklyn,Bedford-Stuyvesant,Private room,44,3
19609161,Manhattan,Upper East Side,Private room,90,2
19609919,Manhattan,Chelsea,Private room,105,2
19610687,Brooklyn,Williamsburg,Entire home/apt,215,2
19611015,Brooklyn,Bushwick,Entire home/apt,150,2
19617695,Manhattan,Upper East Side,Entire home/apt,150,2
19618443,Queens,Sunnyside,Entire home/apt,99,1
19618958,Manhattan,Chinatown,Entire home/apt,325,30
19619159,Manhattan,Chelsea,Entire home/apt,155,2
19619177,Brooklyn,East New York,Entire home/apt,100,2
19619393,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,115,2
19620202,Brooklyn,Crown Heights,Shared room,59,1
19621012,Brooklyn,Fort Greene,Entire home/apt,275,1
19621042,Brooklyn,Williamsburg,Entire home/apt,110,3
19621610,Queens,Long Island City,Entire home/apt,150,10
19621939,Manhattan,Harlem,Private room,75,2
19622470,Manhattan,Chelsea,Private room,100,2
19622700,Manhattan,Upper West Side,Private room,175,1
19622976,Brooklyn,Sunset Park,Private room,90,1
19623349,Brooklyn,Crown Heights,Entire home/apt,250,7
19623614,Queens,Jamaica,Entire home/apt,150,2
19625050,Manhattan,Upper East Side,Entire home/apt,148,3
19625202,Brooklyn,Bushwick,Entire home/apt,100,2
19625234,Queens,Flushing,Entire home/apt,188,1
19625292,Brooklyn,Greenpoint,Private room,43,4
19626464,Manhattan,Hell's Kitchen,Private room,110,1
19626535,Manhattan,Hell's Kitchen,Entire home/apt,200,20
19630271,Manhattan,Upper East Side,Entire home/apt,200,4
19633139,Manhattan,Harlem,Private room,120,4
19633511,Brooklyn,Bedford-Stuyvesant,Private room,51,7
19634067,Brooklyn,Williamsburg,Private room,42,3
19634230,Brooklyn,Greenpoint,Private room,60,3
19635738,Manhattan,Chelsea,Shared room,250,1
19636727,Staten Island,Concord,Private room,40,2
19637270,Queens,Sunnyside,Entire home/apt,140,2
19637278,Manhattan,Upper West Side,Entire home/apt,116,1
19638414,Manhattan,Washington Heights,Entire home/apt,215,3
19639687,Brooklyn,Park Slope,Entire home/apt,181,1
19640913,Manhattan,Washington Heights,Private room,70,2
19641775,Brooklyn,Bushwick,Entire home/apt,169,2
19642050,Queens,Forest Hills,Entire home/apt,105,2
19642392,Manhattan,Kips Bay,Private room,55,1
19643201,Manhattan,Hell's Kitchen,Entire home/apt,163,6
19643642,Queens,Long Island City,Private room,75,1
19644363,Brooklyn,Gowanus,Entire home/apt,225,1
19645931,Manhattan,Hell's Kitchen,Private room,110,7
19650084,Brooklyn,Cypress Hills,Private room,29,1
19650166,Brooklyn,Crown Heights,Private room,55,30
19651861,Manhattan,Civic Center,Entire home/apt,102,1
19652739,Manhattan,Chelsea,Entire home/apt,130,26
19653554,Brooklyn,Sunset Park,Entire home/apt,350,2
19653866,Brooklyn,Crown Heights,Private room,53,1
19654252,Manhattan,Harlem,Private room,69,14
19654970,Manhattan,Upper East Side,Entire home/apt,130,5
19655186,Bronx,Concourse,Entire home/apt,140,2
19655651,Brooklyn,Crown Heights,Entire home/apt,84,6
19659617,Brooklyn,Williamsburg,Entire home/apt,145,10
19659874,Bronx,Mott Haven,Entire home/apt,100,5
19660325,Queens,Forest Hills,Private room,125,2
19660327,Manhattan,East Harlem,Private room,125,1
19660760,Queens,Arverne,Entire home/apt,60,1
19661183,Brooklyn,South Slope,Private room,88,2
19661733,Bronx,Morris Park,Private room,39,1
19662367,Brooklyn,Crown Heights,Entire home/apt,48,3
19662812,Queens,Fresh Meadows,Private room,60,1
19663834,Manhattan,East Harlem,Entire home/apt,75,1
19670093,Brooklyn,Bedford-Stuyvesant,Private room,55,2
19670458,Brooklyn,Crown Heights,Private room,51,1
19670481,Brooklyn,Crown Heights,Private room,54,1
19670499,Brooklyn,Crown Heights,Private room,52,1
19670506,Manhattan,Upper East Side,Entire home/apt,117,3
19670522,Brooklyn,Crown Heights,Private room,62,1
19670534,Brooklyn,Crown Heights,Private room,63,1
19671061,Brooklyn,Williamsburg,Private room,120,1
19671104,Queens,Briarwood,Private room,45,1
19672894,Brooklyn,Bushwick,Private room,52,1
19672975,Manhattan,Washington Heights,Private room,42,2
19673076,Brooklyn,Carroll Gardens,Entire home/apt,175,30
19673318,Queens,Rockaway Beach,Entire home/apt,142,2
19673610,Manhattan,Upper East Side,Private room,80,4
19673728,Brooklyn,Williamsburg,Private room,42,3
19674485,Brooklyn,Flatbush,Private room,90,2
19674542,Brooklyn,Crown Heights,Private room,50,1
19675121,Brooklyn,Bushwick,Private room,52,4
19675166,Manhattan,Flatiron District,Entire home/apt,350,2
19675738,Queens,Queens Village,Entire home/apt,125,2
19675743,Manhattan,Hell's Kitchen,Private room,105,1
19676100,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,2
19676301,Brooklyn,Bedford-Stuyvesant,Private room,31,55
19677221,Brooklyn,Bushwick,Private room,45,3
19677284,Brooklyn,Williamsburg,Private room,50,4
19677579,Brooklyn,Bedford-Stuyvesant,Private room,60,1
19677749,Manhattan,Midtown,Private room,80,1
19678436,Manhattan,Chinatown,Entire home/apt,180,2
19680275,Brooklyn,East Flatbush,Private room,40,30
19681256,Manhattan,SoHo,Entire home/apt,550,2
19682018,Bronx,Woodlawn,Shared room,70,2
19686426,Brooklyn,Williamsburg,Private room,60,2
19689686,Brooklyn,Bedford-Stuyvesant,Private room,55,3
19690331,Brooklyn,Bedford-Stuyvesant,Private room,40,1
19691108,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,3
19691179,Manhattan,Lower East Side,Private room,125,2
19691525,Staten Island,Stapleton,Private room,34,1
19691853,Manhattan,Harlem,Entire home/apt,100,3
19691986,Manhattan,Harlem,Private room,115,2
19692421,Manhattan,Murray Hill,Entire home/apt,170,30
19692746,Manhattan,East Village,Entire home/apt,200,2
19693245,Manhattan,Murray Hill,Entire home/apt,175,30
19693849,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,30
19694308,Brooklyn,Bedford-Stuyvesant,Private room,50,3
19694938,Manhattan,East Village,Entire home/apt,220,3
19694951,Brooklyn,Bedford-Stuyvesant,Private room,50,1
19695276,Brooklyn,Boerum Hill,Entire home/apt,275,2
19695709,Brooklyn,Williamsburg,Entire home/apt,200,3
19696119,Brooklyn,Bushwick,Private room,115,1
19696674,Brooklyn,Prospect Heights,Private room,60,1
19696746,Brooklyn,Greenpoint,Private room,54,2
19696952,Brooklyn,Bushwick,Private room,55,3
19696972,Brooklyn,Bedford-Stuyvesant,Private room,44,3
19697371,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,70,1
19698169,Bronx,Riverdale,Private room,2500,2
19698772,Brooklyn,Carroll Gardens,Entire home/apt,135,4
19699039,Manhattan,Lower East Side,Entire home/apt,138,7
19699218,Manhattan,Chinatown,Private room,115,2
19699241,Queens,Rosedale,Private room,70,1
19699596,Manhattan,East Harlem,Entire home/apt,150,2
19700585,Queens,Sunnyside,Entire home/apt,150,30
19700871,Brooklyn,Bedford-Stuyvesant,Entire home/apt,170,1
19701037,Manhattan,West Village,Entire home/apt,140,30
19701427,Manhattan,Upper East Side,Entire home/apt,400,15
19701453,Queens,Ridgewood,Entire home/apt,95,3
19701644,Brooklyn,Bedford-Stuyvesant,Private room,50,1
19701809,Brooklyn,Williamsburg,Private room,65,1
19701913,Manhattan,Harlem,Entire home/apt,102,2
19702498,Brooklyn,Bushwick,Entire home/apt,175,5
19702506,Manhattan,Hell's Kitchen,Entire home/apt,275,2
19703922,Manhattan,Upper East Side,Entire home/apt,145,2
19708955,Manhattan,Tribeca,Entire home/apt,700,4
19709550,Manhattan,Gramercy,Entire home/apt,239,5
19709666,Manhattan,Inwood,Entire home/apt,65,2
19710391,Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,4
19710742,Brooklyn,Williamsburg,Private room,90,3
19710855,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,2
19711512,Brooklyn,Boerum Hill,Entire home/apt,170,2
19712270,Manhattan,East Harlem,Private room,60,1
19712405,Brooklyn,East Flatbush,Private room,50,1
19712687,Brooklyn,Bushwick,Private room,60,3
19713074,Brooklyn,Cobble Hill,Entire home/apt,152,3
19713885,Queens,Jackson Heights,Private room,62,2
19714056,Brooklyn,Bushwick,Private room,70,4
19714504,Brooklyn,Crown Heights,Entire home/apt,99,2
19714903,Manhattan,Chelsea,Entire home/apt,150,2
19715121,Brooklyn,East Flatbush,Entire home/apt,100,2
19716375,Queens,Rockaway Beach,Private room,110,1
19716501,Brooklyn,Williamsburg,Private room,60,2
19717109,Manhattan,SoHo,Entire home/apt,700,2
19717572,Manhattan,East Harlem,Private room,100,3
19717632,Manhattan,East Village,Private room,73,3
19717723,Manhattan,East Village,Entire home/apt,100,3
19718634,Bronx,Claremont Village,Entire home/apt,58,3
19718993,Brooklyn,Crown Heights,Entire home/apt,200,1
19719080,Brooklyn,Crown Heights,Private room,70,2
19719874,Manhattan,West Village,Entire home/apt,140,30
19720055,Queens,Sunnyside,Private room,45,6
19720126,Manhattan,Harlem,Entire home/apt,98,2
19720270,Manhattan,Harlem,Entire home/apt,150,2
19720565,Manhattan,Murray Hill,Entire home/apt,80,10
19720877,Brooklyn,Brooklyn Heights,Entire home/apt,299,4
19720907,Manhattan,East Harlem,Private room,60,3
19721338,Manhattan,Harlem,Private room,51,5
19721535,Queens,Rockaway Beach,Entire home/apt,140,2
19721906,Manhattan,Upper East Side,Entire home/apt,150,30
19728214,Queens,Long Island City,Private room,150,3
19729892,Brooklyn,Williamsburg,Private room,70,1
19730080,Brooklyn,Bushwick,Private room,40,3
19730428,Brooklyn,Bushwick,Private room,45,1
19730968,Manhattan,East Harlem,Private room,67,2
19731225,Brooklyn,Park Slope,Entire home/apt,290,30
19731249,Brooklyn,Williamsburg,Entire home/apt,150,3
19731551,Manhattan,Upper West Side,Entire home/apt,159,30
19732045,Brooklyn,Bushwick,Entire home/apt,77,3
19734117,Manhattan,Upper East Side,Entire home/apt,175,2
19734492,Brooklyn,East Flatbush,Entire home/apt,85,1
19735722,Manhattan,Washington Heights,Entire home/apt,1000,1
19736798,Manhattan,Inwood,Private room,60,1
19737173,Manhattan,Harlem,Private room,45,7
19737908,Brooklyn,Bushwick,Private room,55,1
19737981,Queens,Flushing,Private room,48,2
19738203,Brooklyn,Crown Heights,Private room,100,1
19738695,Manhattan,Upper East Side,Entire home/apt,200,1
19743260,Manhattan,Harlem,Private room,56,1
19743272,Bronx,Morris Heights,Private room,50,1
19743334,Brooklyn,Williamsburg,Private room,114,2
19743941,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,200,3
19744093,Brooklyn,Crown Heights,Entire home/apt,125,3
19744503,Queens,Richmond Hill,Private room,60,7
19744691,Brooklyn,Crown Heights,Private room,40,2
19745541,Brooklyn,Williamsburg,Entire home/apt,105,1
19745952,Manhattan,Washington Heights,Private room,70,4
19747278,Queens,Rockaway Beach,Entire home/apt,108,4
19747940,Brooklyn,Prospect Heights,Private room,60,2
19748676,Brooklyn,Clinton Hill,Entire home/apt,130,2
19749132,Queens,Sunnyside,Private room,30,2
19749379,Queens,Rego Park,Entire home/apt,135,3
19749398,Manhattan,Civic Center,Private room,300,1
19750905,Manhattan,Midtown,Entire home/apt,79,6
19751205,Brooklyn,Williamsburg,Entire home/apt,146,2
19751573,Brooklyn,Williamsburg,Private room,57,3
19757502,Manhattan,Harlem,Entire home/apt,250,7
19757672,Manhattan,Murray Hill,Entire home/apt,150,30
19758402,Bronx,City Island,Entire home/apt,85,2
19759718,Manhattan,Greenwich Village,Private room,70,7
19760008,Manhattan,Upper West Side,Private room,67,2
19760163,Bronx,Morris Park,Private room,35,3
19760412,Brooklyn,Brooklyn Heights,Entire home/apt,160,30
19762625,Manhattan,Nolita,Private room,100,2
19763012,Brooklyn,Bedford-Stuyvesant,Private room,47,3
19763298,Manhattan,Upper East Side,Private room,46,3
19763459,Brooklyn,Bushwick,Private room,50,1
19763657,Brooklyn,Williamsburg,Private room,65,2
19764243,Manhattan,Upper East Side,Entire home/apt,115,14
19764868,Manhattan,Upper West Side,Entire home/apt,135,90
19765340,Brooklyn,Bushwick,Private room,110,2
19766312,Queens,Long Island City,Private room,48,5
19766387,Brooklyn,Clinton Hill,Private room,45,7
19766555,Brooklyn,Williamsburg,Entire home/apt,140,3
19766791,Manhattan,Harlem,Private room,45,3
19767346,Manhattan,Midtown,Private room,72,6
19767372,Queens,Astoria,Entire home/apt,137,2
19767452,Brooklyn,Greenpoint,Entire home/apt,170,2
19767688,Brooklyn,Williamsburg,Private room,100,3
19767924,Manhattan,Chinatown,Entire home/apt,198,10
19768107,Manhattan,East Village,Private room,100,2
19768219,Queens,Long Island City,Shared room,33,1
19768417,Manhattan,Upper East Side,Private room,70,4
19768754,Brooklyn,Cypress Hills,Private room,42,30
19768762,Queens,Flushing,Entire home/apt,139,2
19768829,Manhattan,Upper East Side,Entire home/apt,150,1
19769057,Brooklyn,Fort Greene,Entire home/apt,180,2
19769328,Queens,Richmond Hill,Private room,60,1
19769403,Manhattan,Chelsea,Entire home/apt,275,3
19769680,Manhattan,Washington Heights,Private room,59,6
19769912,Brooklyn,Canarsie,Entire home/apt,167,2
19779217,Manhattan,East Village,Private room,95,3
19779749,Manhattan,Harlem,Private room,50,1
19780093,Manhattan,East Village,Entire home/apt,200,2
19780958,Brooklyn,Cobble Hill,Entire home/apt,125,7
19784119,Manhattan,Harlem,Entire home/apt,100,2
19785259,Manhattan,Lower East Side,Entire home/apt,94,1
19785676,Brooklyn,Bushwick,Private room,70,4
19785737,Queens,Jamaica,Private room,135,1
19786240,Brooklyn,Bedford-Stuyvesant,Entire home/apt,550,3
19786465,Bronx,Clason Point,Private room,80,1
19786549,Brooklyn,Bedford-Stuyvesant,Entire home/apt,68,14
19786572,Queens,Ridgewood,Private room,63,4
19786757,Staten Island,West Brighton,Private room,83,2
19786915,Queens,Rosedale,Entire home/apt,60,1
19787245,Manhattan,Upper East Side,Entire home/apt,155,30
19787716,Brooklyn,Williamsburg,Entire home/apt,108,7
19787770,Brooklyn,Sunset Park,Private room,75,3
19788051,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,250,2
19788577,Brooklyn,Bushwick,Private room,35,2
19788957,Brooklyn,Williamsburg,Private room,70,3
19789302,Brooklyn,DUMBO,Entire home/apt,195,2
19789620,Bronx,Kingsbridge,Private room,75,2
19789878,Brooklyn,Boerum Hill,Entire home/apt,98,13
19790011,Manhattan,Midtown,Entire home/apt,100,2
19790151,Brooklyn,Bensonhurst,Private room,57,3
19790344,Manhattan,Chelsea,Entire home/apt,200,2
19791460,Manhattan,East Village,Shared room,350,1
19791924,Manhattan,Upper East Side,Entire home/apt,145,2
19798405,Queens,Ditmars Steinway,Entire home/apt,170,2
19799021,Queens,Flushing,Entire home/apt,180,30
19799489,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,2
19800250,Brooklyn,Williamsburg,Entire home/apt,400,3
19801076,Brooklyn,Bedford-Stuyvesant,Entire home/apt,789,2
19801154,Brooklyn,Williamsburg,Private room,60,2
19801310,Manhattan,Roosevelt Island,Private room,60,1
19801466,Queens,Middle Village,Entire home/apt,140,3
19802994,Queens,Flushing,Entire home/apt,89,1
19803017,Manhattan,East Village,Entire home/apt,150,2
19803042,Brooklyn,Crown Heights,Entire home/apt,127,4
19803208,Brooklyn,Bedford-Stuyvesant,Private room,110,3
19803462,Manhattan,Upper East Side,Entire home/apt,123,3
19803515,Manhattan,Nolita,Private room,81,30
19805513,Brooklyn,Bushwick,Private room,44,1
19805716,Brooklyn,Williamsburg,Private room,105,3
19806088,Brooklyn,Crown Heights,Entire home/apt,100,2
19806105,Manhattan,East Village,Entire home/apt,305,2
19806972,Manhattan,East Harlem,Private room,85,1
19808259,Brooklyn,Williamsburg,Private room,65,7
19808493,Brooklyn,Williamsburg,Private room,90,3
19808508,Queens,Ridgewood,Private room,50,7
19808524,Brooklyn,Fort Greene,Entire home/apt,100,14
19809175,Manhattan,East Village,Entire home/apt,176,2
19809264,Brooklyn,Crown Heights,Entire home/apt,100,3
19811020,Manhattan,Upper East Side,Private room,187,1
19811114,Queens,Woodhaven,Private room,70,2
19811196,Manhattan,East Harlem,Private room,76,2
19811442,Manhattan,Gramercy,Entire home/apt,175,2
19811581,Manhattan,East Harlem,Private room,43,1
19811816,Brooklyn,Fort Greene,Entire home/apt,350,7
19812026,Manhattan,Inwood,Private room,65,2
19812097,Queens,Arverne,Private room,50,1
19814107,Queens,Corona,Shared room,37,1
19814560,Queens,Astoria,Private room,48,1
19815527,Manhattan,Nolita,Entire home/apt,300,7
19818393,Manhattan,East Harlem,Entire home/apt,135,4
19818960,Manhattan,Harlem,Private room,135,2
19819750,Manhattan,Upper East Side,Private room,72,3
19820146,Brooklyn,Sunset Park,Entire home/apt,90,30
19820148,Manhattan,East Harlem,Private room,120,1
19821160,Manhattan,Chelsea,Entire home/apt,200,2
19821206,Manhattan,Chelsea,Entire home/apt,128,1
19821768,Manhattan,Upper West Side,Entire home/apt,300,2
19822902,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,5
19822964,Manhattan,Upper West Side,Entire home/apt,190,30
19823445,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2
19823771,Manhattan,Washington Heights,Private room,50,1
19823964,Bronx,Belmont,Shared room,110,1
19824236,Brooklyn,Bay Ridge,Entire home/apt,60,30
19825152,Brooklyn,Williamsburg,Entire home/apt,175,2
19825552,Manhattan,Kips Bay,Entire home/apt,229,5
19825578,Manhattan,East Village,Private room,95,2
19827594,Brooklyn,Williamsburg,Private room,84,1
19827778,Manhattan,Washington Heights,Entire home/apt,80,3
19828183,Queens,Elmhurst,Private room,120,2
19828845,Brooklyn,Crown Heights,Entire home/apt,100,3
19829390,Manhattan,Theater District,Entire home/apt,210,3
19829879,Brooklyn,Williamsburg,Entire home/apt,260,2
19829900,Brooklyn,Bensonhurst,Entire home/apt,99,3
19830008,Manhattan,East Village,Private room,125,1
19830169,Brooklyn,Crown Heights,Private room,65,2
19830557,Brooklyn,Williamsburg,Private room,80,2
19830726,Manhattan,Harlem,Private room,69,1
19830759,Brooklyn,Borough Park,Private room,48,5
19831736,Brooklyn,Clinton Hill,Private room,40,1
19836734,Manhattan,Upper East Side,Private room,135,4
19837851,Brooklyn,East Flatbush,Entire home/apt,103,3
19838917,Queens,Queens Village,Entire home/apt,110,2
19840329,Manhattan,Harlem,Private room,50,4
19841463,Brooklyn,Williamsburg,Private room,45,2
19841625,Manhattan,Upper East Side,Entire home/apt,125,5
19841837,Manhattan,Hell's Kitchen,Private room,129,1
19842557,Manhattan,Hell's Kitchen,Private room,129,1
19843040,Manhattan,Hell's Kitchen,Private room,129,1
19843398,Manhattan,Upper West Side,Entire home/apt,190,30
19843731,Bronx,Longwood,Private room,65,3
19844263,Manhattan,Midtown,Private room,99,1
19845074,Manhattan,Harlem,Private room,60,2
19845373,Brooklyn,Kensington,Entire home/apt,89,3
19845637,Brooklyn,Williamsburg,Private room,75,3
19847065,Manhattan,Upper West Side,Entire home/apt,187,3
19847087,Queens,Astoria,Entire home/apt,95,3
19847655,Brooklyn,Bushwick,Private room,45,3
19847790,Brooklyn,East Flatbush,Entire home/apt,160,3
19847831,Manhattan,Upper East Side,Entire home/apt,140,7
19848191,Brooklyn,Crown Heights,Private room,90,2
19848373,Queens,Astoria,Entire home/apt,200,7
19848536,Queens,Ridgewood,Private room,48,3
19848951,Manhattan,Lower East Side,Private room,69,4
19850113,Brooklyn,Kensington,Private room,45,1
19853102,Brooklyn,Brownsville,Private room,90,4
19853343,Queens,Ridgewood,Private room,45,1
19855804,Manhattan,East Village,Entire home/apt,110,30
19856802,Brooklyn,Bedford-Stuyvesant,Private room,40,5
19856899,Manhattan,Upper West Side,Shared room,50,1
19857263,Queens,Long Island City,Entire home/apt,180,30
19857281,Brooklyn,Bedford-Stuyvesant,Private room,45,12
19857613,Manhattan,East Village,Entire home/apt,125,5
19858046,Manhattan,Midtown,Entire home/apt,325,3
19859156,Brooklyn,Williamsburg,Private room,55,1
19859179,Queens,Elmhurst,Private room,39,3
19859697,Queens,Ridgewood,Private room,85,2
19860469,Brooklyn,Williamsburg,Private room,80,5
19860903,Brooklyn,Bedford-Stuyvesant,Entire home/apt,124,1
19861088,Manhattan,Harlem,Entire home/apt,120,3
19861483,Manhattan,Upper East Side,Entire home/apt,120,3
19861834,Brooklyn,Williamsburg,Entire home/apt,198,20
19862719,Manhattan,Financial District,Private room,55,3
19862892,Manhattan,Washington Heights,Entire home/apt,100,7
19862980,Brooklyn,Carroll Gardens,Entire home/apt,225,2
19863170,Brooklyn,Williamsburg,Private room,60,2
